Date,Open,High,Low,Close,Adj Close,Volume
2014-12-01,46.070000,46.090000,45.529999,45.610001,44.104034,5929700
2015-01-01,45.689999,46.040001,41.950001,45.160000,43.668892,196314900
2015-02-01,45.320000,50.220001,44.430000,49.240002,47.614182,154433200
2015-03-01,49.240002,50.130001,45.930000,47.980000,46.395782,188248200
2015-04-01,48.029999,51.919998,47.209999,51.000000,49.762077,140843900
2015-05-01,51.259998,52.349998,50.270000,52.070000,50.806107,124669300
2015-06-01,52.070000,53.770000,50.700001,51.169998,49.927948,184578800
2015-07-01,51.660000,53.200001,44.939999,47.060001,46.282967,201025500
2015-08-01,46.810001,47.580002,35.110001,43.759998,43.037453,169516800
2015-09-01,42.830002,45.299999,39.840000,42.400002,41.699913,333215500
2015-10-01,50.080002,51.919998,48.820000,50.900002,50.059563,91393900
2015-11-01,51.389999,52.490002,51.160000,51.380001,50.531639,22530600
2015-12-01,52.380001,53.970001,49.400002,51.480000,50.629986,126958500
2016-01-01,50.270000,50.459999,40.259998,42.000000,41.306515,148006600
2016-02-01,41.580002,49.740002,41.220001,48.610001,47.807373,158832900
2016-03-01,49.189999,52.230000,48.450001,50.860001,50.020226,138386000
2016-04-01,50.389999,53.980000,50.040001,52.610001,51.741329,128072500
2016-05-01,52.880001,53.509998,50.009998,51.360001,50.511967,113299700
2016-06-01,51.070000,53.939999,48.930000,49.709999,48.889210,175876600
2016-07-01,49.669998,54.180000,47.509998,53.669998,52.783825,119961500
2016-08-01,53.779999,54.500000,52.110001,53.639999,52.754322,112575300
2016-09-01,53.740002,54.590000,51.570000,51.830002,50.974209,129514900
2016-10-01,52.340000,55.189999,51.740002,53.810001,53.388680,127717900
2016-11-01,54.029999,56.080002,51.599998,55.720001,55.283726,161700800
2016-12-01,56.009998,59.330002,55.240002,57.220001,56.771980,143357700
