Date,Open,High,Low,Close,Adj Close,Volume
2006-01-01,51.700001,53.990002,51.049999,52.450001,43.464035,125762500
2006-02-01,52.450001,55.000000,51.650002,53.880001,44.751179,83315000
2006-03-01,53.950001,55.000000,51.759998,52.549999,43.646538,97873600
2006-04-01,52.810001,54.139999,50.919998,53.810001,44.693043,86435600
2006-05-01,53.880001,54.520000,51.330002,54.360001,45.251877,125793800
2006-06-01,54.500000,54.910000,52.000000,53.220001,44.302883,103408000
2006-07-01,53.240002,53.869999,49.730000,52.060001,43.337250,101652000
2006-08-01,51.919998,53.720001,51.189999,52.540001,43.859440,83478800
2006-09-01,52.560001,56.189999,51.490002,56.080002,46.814552,95940300
2006-10-01,56.080002,58.430000,55.000000,57.810001,48.258720,141825100
2006-11-01,58.000000,59.930000,57.000000,58.720001,49.150047,102996600
2006-12-01,58.799999,62.500000,58.000000,60.669998,50.782249,88634700
2007-01-01,61.180000,61.900002,57.139999,58.220001,48.731541,117260700
2007-02-01,58.299999,59.150002,54.500000,56.869999,47.719536,108102800
2007-03-01,56.200001,57.910000,53.910000,56.400002,47.325169,136389000
2007-04-01,56.400002,62.740002,55.340000,60.669998,50.908115,139656800
2007-05-01,60.500000,65.099998,60.400002,64.980003,54.671432,108627900
2007-06-01,65.000000,65.239998,60.369999,61.180000,51.474281,112275700
2007-07-01,61.459999,65.889999,58.380001,58.540001,49.253105,168563400
2007-08-01,58.450001,63.880001,55.500000,58.619999,49.440426,244395000
2007-09-01,58.730000,62.270000,57.320000,59.369999,50.072971,136541600
2007-10-01,59.150002,63.630001,55.599998,60.950001,51.405556,190447900
2007-11-01,60.330002,60.490002,53.360001,58.980000,49.867439,221983200
2007-12-01,58.490002,59.790001,50.369999,52.020000,43.982777,188658600
2008-01-01,52.090000,52.320000,41.150002,49.130001,41.539280,344053700
2008-02-01,48.880001,50.040001,42.139999,42.299999,35.888721,199425300
2008-03-01,42.200001,48.750000,39.500000,43.720001,37.093498,231292900
2008-04-01,44.900002,48.970001,42.110001,48.020000,40.741760,198222200
2008-05-01,48.330002,52.630001,45.049999,46.349998,39.477795,204823400
2008-06-01,46.250000,47.470001,37.610001,37.669998,32.084766,299867500
2008-07-01,37.950001,42.500000,35.099998,37.119999,31.616302,427436900
2008-08-01,37.180000,40.470001,35.930000,39.680000,33.943794,259774200
2008-09-01,40.750000,41.799999,31.680000,35.430000,30.308180,405306700
2008-10-01,34.910000,35.799999,20.500000,27.500000,23.524548,470465400
2008-11-01,27.309999,30.260000,16.549999,23.309999,20.042086,400723100
2008-12-01,22.389999,24.860001,17.510000,18.549999,15.949405,314843600
2009-01-01,18.570000,21.379999,14.720000,16.730000,14.384562,365774600
2009-02-01,16.350000,18.270000,11.440000,12.060000,10.458611,439240000
2009-03-01,11.680000,15.240000,9.710000,13.630000,11.820138,663272400
2009-04-01,13.340000,26.330000,13.080000,25.219999,21.871166,753595900
2009-05-01,24.940001,28.450001,23.049999,24.850000,21.838697,513617500
2009-06-01,25.549999,27.400000,22.410000,23.240000,20.423801,441662300
2009-07-01,23.490000,30.000000,22.000000,28.330000,25.085135,405481400
2009-08-01,28.900000,34.500000,28.129999,33.820000,29.946323,279343200
2009-09-01,33.580002,36.500000,31.680000,33.900002,30.017153,250193200
2009-10-01,33.849998,37.169998,31.690001,34.840000,31.013733,287819700
2009-11-01,34.950001,42.200001,34.630001,41.830002,37.236061,240181800
2009-12-01,42.209999,42.250000,38.790001,40.520000,36.069935,193368700
2010-01-01,40.810001,43.250000,36.830002,37.660000,33.524033,233778400
2010-02-01,37.840000,39.630001,36.599998,38.189999,34.143940,182316200
2010-03-01,38.200001,42.279999,37.860001,41.259998,36.888691,183005200
2010-04-01,41.680000,49.189999,41.360001,46.119999,41.413509,224527200
2010-05-01,46.209999,47.369999,37.360001,39.869999,35.801315,316645600
2010-06-01,39.180000,43.139999,37.130001,39.700001,35.648666,248059000
2010-07-01,39.549999,45.680000,38.419998,44.639999,40.265331,195904500
2010-08-01,45.009998,45.200001,39.139999,39.869999,35.962780,180947900
2010-09-01,40.549999,43.930000,39.759998,42.029999,37.911118,213981000
2010-10-01,42.369999,42.560001,37.330002,41.459999,37.396965,383508900
2010-11-01,41.490002,44.270000,41.349998,43.220001,39.168678,185665800
2010-12-01,43.840000,46.779999,41.250000,42.919998,38.896793,203583700
2011-01-01,43.299999,46.709999,43.110001,43.380001,39.313671,181823600
2011-02-01,43.540001,46.930000,43.009998,43.570000,39.648247,162975100
2011-03-01,43.700001,46.290001,42.189999,45.200001,41.131535,161901000
2011-04-01,45.700001,49.150002,45.099998,49.080002,44.662292,132384700
2011-05-01,49.369999,51.970001,49.169998,51.599998,47.142292,150391500
2011-06-01,51.310001,51.820000,46.919998,51.700001,47.233643,155151400
2011-07-01,51.689999,53.799999,49.540001,50.040001,45.882832,122374900
2011-08-01,50.490002,50.610001,42.029999,49.709999,45.580242,253292100
2011-09-01,49.639999,50.529999,44.869999,44.900002,41.169842,180539400
2011-10-01,44.520000,52.349998,41.299999,50.619999,46.414646,216452700
2011-11-01,49.580002,51.820000,44.700001,48.040001,44.232311,144928800
2011-12-01,47.700001,49.389999,45.889999,47.169998,43.431259,125137900
2012-01-01,48.299999,51.000000,47.400002,50.139999,46.165867,127316500
2012-02-01,50.369999,54.450001,50.270000,52.889999,48.879719,120114000
2012-03-01,53.029999,59.259998,51.540001,57.860001,53.472874,139018900
2012-04-01,57.900002,60.959999,56.139999,60.209999,55.644680,130045000
2012-05-01,59.950001,61.419998,54.799999,55.830002,51.775299,130999300
2012-06-01,54.619999,58.209999,53.180000,58.209999,53.982456,115585100
2012-07-01,58.509998,59.730000,54.349998,57.709999,53.518768,115339800
2012-08-01,57.520000,58.439999,55.369999,58.299999,54.249645,99516100
2012-09-01,58.310001,59.369999,56.049999,56.860001,52.909702,102389100
2012-10-01,57.180000,59.400002,54.950001,55.970001,52.081543,110170500
2012-11-01,56.150002,57.480000,53.020000,55.900002,52.198971,112897900
2012-12-01,56.090000,58.349998,55.470001,57.480000,53.674362,103366200
2013-01-01,58.330002,61.970001,58.310001,58.810001,54.916302,122718400
2013-02-01,59.330002,63.000000,59.209999,62.150002,58.237804,107254600
2013-03-01,61.840000,67.480003,61.509998,67.459999,63.213558,101367800
2013-04-01,67.419998,69.050003,63.430000,68.410004,64.103752,121827000
2013-05-01,68.250000,77.389999,68.160004,75.709999,71.154610,121571700
2013-06-01,75.889999,78.610001,71.680000,74.760002,70.261803,121769400
2013-07-01,75.529999,78.629997,73.470001,73.769997,69.331352,126314000
2013-08-01,74.529999,77.269997,71.470001,71.910004,67.789413,69917600
2013-09-01,72.589996,77.900002,72.139999,75.519997,71.192535,74592300
2013-10-01,75.639999,83.830002,72.080002,81.800003,77.112686,102592600
2013-11-01,82.120003,86.190002,80.220001,85.800003,81.129234,62754400
2013-12-01,86.019997,90.790001,83.209999,90.730003,85.790840,67589400
2014-01-01,90.900002,93.620003,84.910004,85.019997,80.391663,104874000
2014-02-01,84.989998,92.139999,82.629997,91.279999,86.533623,76173800
2014-03-01,90.599998,94.349998,89.160004,90.029999,85.348610,71488400
2014-04-01,90.400002,91.400002,83.989998,87.430000,82.883827,84786400
2014-05-01,87.529999,91.680000,85.750000,91.500000,86.961555,65091900
2014-06-01,91.790001,96.040001,91.269997,94.870003,90.164413,60522000
2014-07-01,95.419998,96.239998,87.989998,88.000000,83.635178,68452900
2014-08-01,87.410004,90.220001,85.750000,89.550003,85.342926,83077800
2014-09-01,89.900002,90.680000,86.760002,87.540001,83.427345,85326800
2014-10-01,86.900002,90.599998,78.410004,89.949997,85.724136,120825700
2014-11-01,90.320000,92.589996,89.650002,92.419998,88.340469,62030800
2014-12-01,92.070000,94.889999,88.190002,93.040001,88.933105,81719400
2015-01-01,93.169998,93.940002,80.559998,80.690002,77.128250,122710700
2015-02-01,80.959999,86.180000,77.120003,81.589996,78.217972,211849700
2015-03-01,81.589996,83.540001,77.620003,78.120003,74.891380,154136200
2015-04-01,78.050003,81.169998,76.529999,77.449997,74.497231,133795200
2015-05-01,77.849998,81.599998,77.309998,79.720001,76.680702,103381700
2015-06-01,79.940002,81.919998,77.650002,77.720001,74.756943,141751900
2015-07-01,78.639999,79.629997,74.300003,76.059998,73.433960,117895600
2015-08-01,75.860001,81.660004,71.709999,76.720001,74.071167,154783400
2015-09-01,74.849998,78.400002,72.660004,74.129997,71.570595,110113300
2015-10-01,74.160004,77.849998,71.389999,73.260002,70.730621,122063000
2015-11-01,73.430000,74.849998,70.209999,71.639999,69.428345,106832200
2015-12-01,72.000000,72.440002,67.570000,69.550003,67.402878,124047200
2016-01-01,68.089996,68.180000,52.150002,53.500000,51.848354,237298000
2016-02-01,53.410000,56.150002,50.270000,55.580002,54.099903,159538200
2016-03-01,56.029999,61.520000,55.619999,61.400002,59.764912,129839600
2016-04-01,60.980000,67.339996,58.700001,65.430000,63.687595,99786000
2016-05-01,65.580002,66.050003,62.320000,65.760002,64.318703,96718800
2016-06-01,65.760002,66.599998,57.150002,60.759998,59.428280,121804700
2016-07-01,60.759998,64.970001,58.250000,64.459999,63.364559,90055100
2016-08-01,64.489998,66.279999,63.200001,65.580002,64.465523,77463200
2016-09-01,65.550003,66.709999,62.849998,64.040001,62.951694,95454000
2016-10-01,63.830002,67.930000,59.500000,66.419998,65.291252,116115900
2016-11-01,66.769997,73.180000,65.029999,72.040001,71.172104,99266700
2016-12-01,72.449997,75.739998,71.430000,74.080002,73.187531,75158800
