Date,Open,High,Low,Close,Adj Close,Volume
2006-01-01,61.070000,63.099998,57.450001,57.540001,40.526180,220695200
2006-02-01,57.669998,59.709999,56.700001,57.650002,40.603661,183341700
2006-03-01,57.619999,61.099998,57.450001,59.220001,41.945683,181202600
2006-04-01,59.490002,59.759998,57.320000,58.610001,41.513622,171133300
2006-05-01,58.709999,60.930000,58.189999,60.220001,42.653984,196603700
2006-06-01,60.250000,62.000000,58.970001,59.919998,42.704933,199396300
2006-07-01,60.130001,63.000000,59.680000,62.549999,44.579327,134968800
2006-08-01,62.380001,65.129997,62.290001,64.660004,46.083130,150477100
2006-09-01,64.870003,65.040001,63.250000,64.940002,46.551243,128522300
2006-10-01,65.000000,69.410004,64.500000,67.400002,48.314655,189511300
2006-11-01,67.379997,69.029999,65.220001,65.910004,47.246574,196072100
2006-12-01,65.910004,67.250000,65.290001,66.019997,47.592712,157532600
2007-01-01,66.129997,68.220001,65.900002,66.800003,48.155003,175594400
2007-02-01,66.800003,67.150002,62.720001,62.930000,45.365192,192375400
2007-03-01,62.349998,62.930000,59.869999,60.259998,43.693359,318147400
2007-04-01,60.259998,65.449997,60.029999,64.220001,46.564678,248968100
2007-05-01,64.529999,64.940002,61.650002,63.270000,45.875851,280281700
2007-06-01,63.349998,63.770000,60.730000,61.619999,44.971958,259962000
2007-07-01,61.939999,63.880001,59.720001,60.500000,44.154564,290358700
2007-08-01,60.509998,62.980000,60.310001,61.790001,45.096027,331077300
2007-09-01,61.630001,65.750000,61.259998,65.699997,48.272190,220556400
2007-10-01,65.660004,66.800003,63.549999,65.169998,47.882774,232885800
2007-11-01,64.800003,68.750000,63.730000,67.739998,49.771046,284874000
2007-12-01,67.620003,68.500000,66.550003,66.699997,49.311737,197170400
2008-01-01,66.559998,68.849998,61.720001,63.139999,46.679794,339978400
2008-02-01,63.349998,64.070000,61.360001,61.959999,45.807426,218925600
2008-03-01,62.000000,65.809998,61.169998,64.870003,48.276917,274621800
2008-04-01,65.129997,67.739998,64.510002,67.089996,49.929050,221952400
2008-05-01,67.129997,68.320000,64.540001,66.739998,49.668579,219962000
2008-06-01,66.550003,67.099998,63.099998,64.339996,48.219948,228287700
2008-07-01,63.750000,69.250000,63.740002,68.470001,51.315189,308621600
2008-08-01,68.500000,71.900002,67.930000,70.430000,52.784126,224063800
2008-09-01,71.089996,72.760002,66.900002,69.279999,52.259487,367504200
2008-10-01,69.070000,69.070000,52.060001,61.340000,46.270180,640425500
2008-11-01,61.490002,63.009998,54.490002,58.580002,44.188248,375653400
2008-12-01,57.660000,60.250000,54.950001,59.830002,45.506229,315194900
2009-01-01,60.130001,61.000000,55.090000,57.689999,43.878551,349391400
2009-02-01,57.250000,59.130001,49.939999,50.000000,38.029602,308348500
2009-03-01,49.029999,53.700001,46.250000,52.599998,40.338913,423319700
2009-04-01,52.299999,54.130001,50.119999,52.360001,40.154865,306396300
2009-05-01,52.529999,56.480000,51.669998,55.160000,42.302170,257261500
2009-06-01,55.750000,57.230000,54.540001,56.799999,43.945309,301738000
2009-07-01,56.820000,62.470001,55.709999,60.889999,47.109661,270356100
2009-08-01,61.160000,61.490002,59.500000,60.439999,46.761517,211869300
2009-09-01,60.349998,61.540001,59.279999,60.889999,47.491467,197460800
2009-10-01,60.930000,62.740002,58.779999,59.049999,46.056351,280297200
2009-11-01,59.150002,63.439999,58.799999,62.840000,49.012398,233417400
2009-12-01,62.950001,65.410004,62.950001,64.410004,50.634342,212286400
2010-01-01,64.709999,65.949997,62.220001,62.860001,49.415840,245125300
2010-02-01,63.259998,64.699997,61.889999,63.000000,49.525902,213341500
2010-03-01,63.270000,65.489998,63.020000,65.199997,51.647549,249947500
2010-04-01,65.370003,66.199997,64.209999,64.300003,50.934635,235860700
2010-05-01,65.160004,65.620003,58.189999,58.299999,46.181774,357775800
2010-06-01,58.209999,60.150002,57.549999,59.060001,47.211132,357343400
2010-07-01,59.070000,61.730000,56.860001,58.090000,46.435730,310708000
2010-08-01,58.500000,60.250000,56.990002,57.020000,45.580418,239384600
2010-09-01,57.669998,62.700001,57.439999,61.959999,49.996422,209239500
2010-10-01,62.090000,64.230003,61.299999,63.740002,51.432728,208721800
2010-11-01,63.880001,64.919998,61.250000,61.549999,49.665581,221392600
2010-12-01,62.180000,63.160000,61.560001,61.849998,50.337139,212152900
2011-01-01,62.630001,63.540001,59.689999,59.770000,48.644325,257253400
2011-02-01,59.700001,61.450001,59.360001,61.439999,50.003464,199932400
2011-03-01,61.250000,61.500000,57.500000,59.250000,48.657204,254534800
2011-04-01,59.630001,65.970001,59.060001,65.720001,53.970497,270819500
2011-05-01,65.919998,67.370003,64.800003,67.290001,55.259815,270892200
2011-06-01,67.019997,67.360001,64.690002,66.519997,55.101250,231770300
2011-07-01,66.480003,68.050003,64.129997,64.790001,53.668232,202614600
2011-08-01,65.279999,66.230003,59.080002,65.800003,54.504856,491488700
2011-09-01,65.660004,66.139999,61.000000,63.689999,53.227066,264862000
2011-10-01,63.650002,65.860001,60.830002,64.389999,53.812073,251590300
2011-11-01,63.680000,65.489998,61.049999,64.720001,54.087852,236914800
2011-12-01,64.680000,66.320000,62.849998,65.580002,55.315197,210285200
2012-01-01,65.589996,66.000000,64.339996,65.910004,55.593559,212136100
2012-02-01,65.970001,66.320000,64.019997,65.080002,54.893463,192370000
2012-03-01,65.110001,66.180000,64.120003,65.959999,56.127167,208163900
2012-04-01,66.040001,66.300003,62.759998,65.099998,55.395363,229665900
2012-05-01,64.910004,65.489998,62.000000,62.430000,53.123398,278010100
2012-06-01,62.040001,67.699997,61.709999,67.559998,58.048313,451142100
2012-07-01,67.419998,69.699997,67.000000,69.220001,59.474590,273347200
2012-08-01,69.480003,69.750000,66.849998,67.430000,57.936611,224101500
2012-09-01,67.489998,69.639999,66.970001,68.910004,59.746262,200224200
2012-10-01,68.919998,72.739998,67.800003,70.820000,61.402264,267146700
2012-11-01,71.099998,71.900002,68.510002,69.730003,60.457203,211662500
2012-12-01,69.800003,71.620003,69.180000,70.099998,61.315472,232603000
2013-01-01,71.019997,74.800003,70.300003,73.919998,64.656769,209813800
2013-02-01,74.139999,77.019997,73.559998,76.110001,66.572334,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,71.883560,193396300
