Date,Open,High,Low,Close,Adj Close,Volume
2006-01-01,46.360001,46.950001,44.540001,46.110001,35.134243,322518700
2006-02-01,46.049999,47.020000,44.520000,45.360001,34.562767,236340600
2006-03-01,45.360001,48.869999,44.860001,47.240002,35.995281,267987900
2006-04-01,47.270000,47.310001,44.990002,45.029999,34.438370,197107100
2006-05-01,45.919998,50.000000,45.540001,48.450001,37.053940,302008400
2006-06-01,48.250000,49.189999,46.549999,48.169998,36.969002,245733000
2006-07-01,47.750000,48.049999,42.310001,44.500000,34.152382,269589700
2006-08-01,44.349998,45.450001,43.480000,44.720001,34.321236,237088700
2006-09-01,45.000000,49.950001,44.020000,49.320000,37.994869,265210400
2006-10-01,48.619999,52.150002,47.639999,49.279999,37.964058,365494300
2006-11-01,49.380001,49.700001,45.970001,46.099998,35.514271,371959900
2006-12-01,46.000000,46.889999,44.799999,46.180000,35.575905,278046300
2007-01-01,47.090000,48.779999,46.509998,47.689999,36.874882,289921200
2007-02-01,47.509998,50.419998,47.439999,48.310001,37.354275,278003300
2007-03-01,47.779999,48.320000,45.060001,46.950001,36.302689,347369500
2007-04-01,47.060001,49.950001,46.830002,47.919998,37.230072,257144500
2007-05-01,47.919998,48.880001,46.320000,47.599998,36.981468,309199900
2007-06-01,47.900002,51.439999,47.689999,48.110001,37.551170,443564800
2007-07-01,48.200001,49.259998,45.730000,45.950001,35.865227,345381600
2007-08-01,46.049999,48.419998,42.919998,43.630001,34.054409,561399200
2007-09-01,43.509998,45.049999,42.090000,43.650002,34.241940,376154000
2007-10-01,43.830002,47.700001,43.270000,45.209999,35.465714,437028000
2007-11-01,44.700001,48.230000,42.500000,47.900002,37.575909,432340500
2007-12-01,47.709999,50.049999,46.869999,47.529999,37.285660,304526500
2008-01-01,47.410000,51.299999,43.110001,50.740002,39.983192,594609500
2008-02-01,50.900002,51.570000,47.840000,49.590000,39.077003,476630200
2008-03-01,49.430000,54.150002,48.639999,52.680000,41.511925,490180000
2008-04-01,53.189999,59.040001,52.810001,57.980000,45.905766,439232000
2008-05-01,58.200001,59.090000,55.049999,57.740002,45.715740,392991100
2008-06-01,57.410000,59.950001,55.849998,56.200001,44.684174,443348300
2008-07-01,56.000000,59.560001,55.340000,58.619999,46.608276,495577900
2008-08-01,58.750000,61.000000,56.810001,59.070000,46.966087,395839100
2008-09-01,59.900002,63.849998,57.740002,59.889999,47.810108,560153900
2008-10-01,59.509998,60.299999,47.400002,55.810001,44.553040,748361300
2008-11-01,56.759998,57.250000,50.200001,55.880001,44.608929,514798100
2008-12-01,55.369999,59.230000,52.220001,56.060001,44.752605,469411500
2009-01-01,55.980000,57.509998,46.919998,47.119999,37.778564,518547200
2009-02-01,46.570000,50.669998,46.250000,49.240002,39.478291,509033200
2009-03-01,48.810001,53.000000,47.000000,52.099998,41.771297,545295500
2009-04-01,51.380001,54.570000,47.639999,50.400002,40.636261,450522100
2009-05-01,50.500000,51.380001,48.119999,49.740002,40.104122,377048900
2009-06-01,50.180000,51.750000,48.020000,48.439999,39.266560,417698500
2009-07-01,48.549999,50.430000,47.349998,49.880001,40.433865,369068900
2009-08-01,50.220001,52.560001,48.750000,50.869999,41.236362,344252000
2009-09-01,50.810001,52.099998,48.730000,49.090000,40.011765,375673300
2009-10-01,49.070000,52.000000,48.730000,49.680000,40.492645,374017800
2009-11-01,49.810001,55.090000,49.520000,54.549999,44.462025,306009700
2009-12-01,54.849998,55.080002,52.310001,53.450001,43.565453,264681300
2010-01-01,53.740002,55.200001,52.509998,53.430000,43.768761,291591500
2010-02-01,53.619999,54.500000,52.660000,54.070000,44.293037,278505000
2010-03-01,54.040001,56.270000,53.150002,55.599998,45.546383,270764400
2010-04-01,55.750000,55.900002,53.520000,53.639999,44.188461,282951100
2010-05-01,53.880001,54.950001,50.000000,50.560001,41.651169,398119000
2010-06-01,50.799999,52.080002,48.009998,48.070000,39.829971,390548500
2010-07-01,48.099998,51.810001,47.770000,51.189999,42.415142,280340800
2010-08-01,51.549999,52.480000,50.000000,50.139999,41.545128,272559100
2010-09-01,50.490002,54.389999,50.459999,53.520000,44.604546,216284000
2010-10-01,53.599998,54.820000,52.930000,54.169998,45.146271,208445100
2010-11-01,54.049999,55.720001,53.430000,54.090000,45.079601,241802400
2010-12-01,54.419998,55.340000,53.139999,53.930000,44.946255,246182100
2011-01-01,54.230000,57.900002,53.540001,56.070000,46.988205,260656500
2011-02-01,56.369999,56.730000,51.520000,51.980000,43.560680,276839200
